Value,Unit
2.94,Mbits/sec
4.05,Mbits/sec
3.6,Mbits/sec
3.17,Mbits/sec
4.19,Mbits/sec
3.5,Mbits/sec
4.69,Mbits/sec
6.1,Mbits/sec
6.61,Mbits/sec
7.62,Mbits/sec
9.33,Mbits/sec
8.71,Mbits/sec
8.81,Mbits/sec
9.87,Mbits/sec
8.68,Mbits/sec
8.06,Mbits/sec
6.04,Mbits/sec
7.76,Mbits/sec
7.66,Mbits/sec
6.78,Mbits/sec
9.63,Mbits/sec
9.36,Mbits/sec
8.51,Mbits/sec
9.02,Mbits/sec
5.69,Mbits/sec
11,Mbits/sec
8.59,Mbits/sec
9,Mbits/sec
9.2,Mbits/sec
8.84,Mbits/sec
9.29,Mbits/sec
9.18,Mbits/sec
8.47,Mbits/sec
8.86,Mbits/sec
8.92,Mbits/sec
8.21,Mbits/sec
8.9,Mbits/sec
8.35,Mbits/sec
8.3,Mbits/sec
8.26,Mbits/sec
8.51,Mbits/sec
8.26,Mbits/sec
8.13,Mbits/sec
7.94,Mbits/sec
8.56,Mbits/sec
9.57,Mbits/sec
8.83,Mbits/sec
9.26,Mbits/sec
8.38,Mbits/sec
7.81,Mbits/sec
7.7,Mbits/sec
7.99,Mbits/sec
8.59,Mbits/sec
9,Mbits/sec
8.22,Mbits/sec
8.53,Mbits/sec
7.53,Mbits/sec
7.74,Mbits/sec
7.89,Mbits/sec
8.11,Mbits/sec
7.68,Mbits/sec
7.6,Mbits/sec
5.9,Mbits/sec
4.68,Mbits/sec
5.87,Mbits/sec
8.06,Mbits/sec
7.74,Mbits/sec
7.61,Mbits/sec
5.17,Mbits/sec
4.48,Mbits/sec
6.66,Mbits/sec
5.26,Mbits/sec
5.81,Mbits/sec
5.74,Mbits/sec
6.36,Mbits/sec
5.45,Mbits/sec
7.44,Mbits/sec
4.94,Mbits/sec
8.08,Mbits/sec
8.9,Mbits/sec
9.78,Mbits/sec
8.69,Mbits/sec
10.5,Mbits/sec
8.76,Mbits/sec
8.45,Mbits/sec
5.23,Mbits/sec
8.75,Mbits/sec
9.45,Mbits/sec
6.61,Mbits/sec
11.2,Mbits/sec
6.47,Mbits/sec
9.81,Mbits/sec
9.31,Mbits/sec
9.21,Mbits/sec
8.28,Mbits/sec
9.6,Mbits/sec
5.82,Mbits/sec
9.34,Mbits/sec
9.49,Mbits/sec
10.2,Mbits/sec
8.83,Mbits/sec
5.58,Mbits/sec
9.48,Mbits/sec
9.48,Mbits/sec
10.3,Mbits/sec
9.42,Mbits/sec
9.35,Mbits/sec
7.82,Mbits/sec
0.81,Mbits/sec
11.5,Mbits/sec
10.1,Mbits/sec
8.78,Mbits/sec
7.45,Mbits/sec
7.67,Mbits/sec
8.09,Mbits/sec
8.16,Mbits/sec
8.65,Mbits/sec
8.02,Mbits/sec
8.5,Mbits/sec
8.33,Mbits/sec
9.26,Mbits/sec
8.58,Mbits/sec
6.71,Mbits/sec
7.76,Mbits/sec
8.95,Mbits/sec
7.12,Mbits/sec
8.04,Mbits/sec
7.31,Mbits/sec
6.98,Mbits/sec
7.79,Mbits/sec
6.71,Mbits/sec
7.17,Mbits/sec
7.93,Mbits/sec
5.41,Mbits/sec
2.7,Mbits/sec
6.99,Mbits/sec
9.03,Mbits/sec
9.26,Mbits/sec
7.87,Mbits/sec
7.36,Mbits/sec
8.31,Mbits/sec
9.55,Mbits/sec
7.71,Mbits/sec
6.56,Mbits/sec
8.21,Mbits/sec
7.44,Mbits/sec
7.52,Mbits/sec
8.07,Mbits/sec
8.78,Mbits/sec
8.63,Mbits/sec
10.2,Mbits/sec
9.45,Mbits/sec
9.71,Mbits/sec
9.33,Mbits/sec
9.53,Mbits/sec
8.68,Mbits/sec
9.21,Mbits/sec
9.27,Mbits/sec
8.09,Mbits/sec
8.59,Mbits/sec
8.81,Mbits/sec
8.31,Mbits/sec
8.89,Mbits/sec
8.47,Mbits/sec
8.28,Mbits/sec
7.28,Mbits/sec
8.48,Mbits/sec
8.03,Mbits/sec
9.1,Mbits/sec
10.5,Mbits/sec
10.1,Mbits/sec
11.1,Mbits/sec
10.9,Mbits/sec
11.2,Mbits/sec
10.1,Mbits/sec
10.1,Mbits/sec
11.1,Mbits/sec
6.62,Mbits/sec
9.38,Mbits/sec
9.28,Mbits/sec
8.85,Mbits/sec
8.82,Mbits/sec
9.36,Mbits/sec
7.71,Mbits/sec
7.72,Mbits/sec
10.6,Mbits/sec
9.76,Mbits/sec
8.56,Mbits/sec
8.76,Mbits/sec
7.04,Mbits/sec
6.81,Mbits/sec
7.98,Mbits/sec
9.84,Mbits/sec
10,Mbits/sec
11,Mbits/sec
10.6,Mbits/sec
11.3,Mbits/sec
10.7,Mbits/sec
9.81,Mbits/sec
8.18,Mbits/sec
8.37,Mbits/sec
10.2,Mbits/sec
9.95,Mbits/sec
10.8,Mbits/sec
11.5,Mbits/sec
11.5,Mbits/sec
10.2,Mbits/sec
9.6,Mbits/sec
9.86,Mbits/sec
9.53,Mbits/sec
11.5,Mbits/sec
11,Mbits/sec
10.2,Mbits/sec
9.37,Mbits/sec
10.7,Mbits/sec
16.7,Mbits/sec
16.7,Mbits/sec
14.4,Mbits/sec
14.6,Mbits/sec
14.6,Mbits/sec
12.8,Mbits/sec
13.4,Mbits/sec
14.6,Mbits/sec
15,Mbits/sec
12.1,Mbits/sec
10.8,Mbits/sec
9.03,Mbits/sec
4.21,Mbits/sec
4.4,Mbits/sec
3.82,Mbits/sec
1.37,Mbits/sec
2.62,Mbits/sec
2.04,Mbits/sec
5.98,Mbits/sec
2.19,Mbits/sec
2.48,Mbits/sec
2.67,Mbits/sec
3.19,Mbits/sec
2.64,Mbits/sec
3.66,Mbits/sec
0,Mbits/sec
3.44,Mbits/sec
0.01,Mbits/sec
0.99,Mbits/sec
8.17,Mbits/sec
7,Mbits/sec
5.62,Mbits/sec
1.92,Mbits/sec
0.01,Mbits/sec
3.65,Mbits/sec
4.35,Mbits/sec
2.81,Mbits/sec
2.98,Mbits/sec
1.84,Mbits/sec
2.7,Mbits/sec
4.33,Mbits/sec
1.6,Mbits/sec
3.61,Mbits/sec
0.17,Mbits/sec
4.27,Mbits/sec
0.12,Mbits/sec
2.67,Mbits/sec
0.39,Mbits/sec
8.14,Mbits/sec
4.2,Mbits/sec
4.67,Mbits/sec
5.29,Mbits/sec
4.57,Mbits/sec
2.78,Mbits/sec
2.1,Mbits/sec
2.06,Mbits/sec
3.29,Mbits/sec
5.73,Mbits/sec
4.67,Mbits/sec
4.09,Mbits/sec
5.41,Mbits/sec
3.22,Mbits/sec
5.11,Mbits/sec
3.46,Mbits/sec
4.31,Mbits/sec
5.69,Mbits/sec
4.78,Mbits/sec
5.36,Mbits/sec
2.51,Mbits/sec
6.8,Mbits/sec
1.45,Mbits/sec
4.5,Mbits/sec
4.47,Mbits/sec
6.85,Mbits/sec
6.28,Mbits/sec
2,Mbits/sec
3.22,Mbits/sec
4.95,Mbits/sec
4.46,Mbits/sec
2.35,Mbits/sec
0,Mbits/sec
2.85,Mbits/sec
2.35,Mbits/sec
3.52,Mbits/sec
2.07,Mbits/sec
0.83,Mbits/sec
0.57,Mbits/sec
1.04,Mbits/sec
2.86,Mbits/sec
2.99,Mbits/sec
1.85,Mbits/sec
2.58,Mbits/sec
2.75,Mbits/sec
0.69,Mbits/sec
1.96,Mbits/sec
3.27,Mbits/sec
4.04,Mbits/sec
2.73,Mbits/sec
5.67,Mbits/sec
3.39,Mbits/sec
5.38,Mbits/sec
6.4,Mbits/sec
4.32,Mbits/sec
8.65,Mbits/sec
4.84,Mbits/sec
5.56,Mbits/sec
0,Mbits/sec
11.9,Mbits/sec
3.58,Mbits/sec
3.18,Mbits/sec
3.75,Mbits/sec
4.42,Mbits/sec
3.06,Mbits/sec
3.99,Mbits/sec
3.9,Mbits/sec
3.22,Mbits/sec
3.12,Mbits/sec
5.02,Mbits/sec
4.6,Mbits/sec
1.49,Mbits/sec
5.51,Mbits/sec
2.79,Mbits/sec
2.81,Mbits/sec
2.94,Mbits/sec
3.42,Mbits/sec
2.99,Mbits/sec
2.67,Mbits/sec
4.01,Mbits/sec
3.98,Mbits/sec
3.21,Mbits/sec
3.19,Mbits/sec
3.55,Mbits/sec
0.7,Mbits/sec
1.81,Mbits/sec
2.4,Mbits/sec
3.71,Mbits/sec
3.58,Mbits/sec
5.61,Mbits/sec
6.37,Mbits/sec
4.95,Mbits/sec
2.73,Mbits/sec
3.21,Mbits/sec
5.93,Mbits/sec
3.53,Mbits/sec
3.91,Mbits/sec
0,Mbits/sec
10.9,Mbits/sec
0.12,Mbits/sec
0.19,Mbits/sec
0.13,Mbits/sec
1.34,Mbits/sec
0.74,Mbits/sec
0.65,Mbits/sec
0.82,Mbits/sec
0.82,Mbits/sec
1.22,Mbits/sec
1.68,Mbits/sec
0.92,Mbits/sec
0.87,Mbits/sec
1.42,Mbits/sec
1.1,Mbits/sec
1.49,Mbits/sec
0.42,Mbits/sec
2.14,Mbits/sec
0.33,Mbits/sec
0.41,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.43,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.1,Mbits/sec
5.4,Mbits/sec
4.45,Mbits/sec
2.18,Mbits/sec
0.72,Mbits/sec
1.55,Mbits/sec
4.19,Mbits/sec
3.25,Mbits/sec
2.53,Mbits/sec
5.43,Mbits/sec
2.08,Mbits/sec
2.04,Mbits/sec
2.27,Mbits/sec
4.92,Mbits/sec
6.08,Mbits/sec
5.94,Mbits/sec
4.73,Mbits/sec
3.73,Mbits/sec
1.47,Mbits/sec
0.02,Mbits/sec
9.63,Mbits/sec
3.08,Mbits/sec
3.12,Mbits/sec
3.85,Mbits/sec
1.28,Mbits/sec
0.82,Mbits/sec
2.89,Mbits/sec
5.11,Mbits/sec
7.16,Mbits/sec
2.89,Mbits/sec
3.55,Mbits/sec
8.35,Mbits/sec
5.28,Mbits/sec
4.2,Mbits/sec
1.11,Mbits/sec
0.92,Mbits/sec
1.96,Mbits/sec
0.28,Mbits/sec
2.84,Mbits/sec
2.22,Mbits/sec
2.19,Mbits/sec
3.32,Mbits/sec
2.45,Mbits/sec
2.64,Mbits/sec
3.11,Mbits/sec
6.03,Mbits/sec
3.41,Mbits/sec
3.84,Mbits/sec
3.06,Mbits/sec
1.59,Mbits/sec
1.79,Mbits/sec
2.97,Mbits/sec
2.84,Mbits/sec
5.24,Mbits/sec
3.43,Mbits/sec
4.24,Mbits/sec
4.43,Mbits/sec
5.11,Mbits/sec
3.67,Mbits/sec
5.59,Mbits/sec
5.54,Mbits/sec
5.39,Mbits/sec
4.76,Mbits/sec
0,Mbits/sec
3.56,Mbits/sec
8.07,Mbits/sec
3.96,Mbits/sec
5.82,Mbits/sec
4.98,Mbits/sec
4.39,Mbits/sec
4.76,Mbits/sec
6.34,Mbits/sec
4.54,Mbits/sec
0.78,Mbits/sec
1.86,Mbits/sec
10,Mbits/sec
5.23,Mbits/sec
3.7,Mbits/sec
3.57,Mbits/sec
1.67,Mbits/sec
0.82,Mbits/sec
5.16,Mbits/sec
0.71,Mbits/sec
4.07,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.13,Mbits/sec
1.75,Mbits/sec
2.43,Mbits/sec
0,Mbits/sec
0,Mbits/sec
3.42,Mbits/sec
0.78,Mbits/sec
0.62,Mbits/sec
1.16,Mbits/sec
0.9,Mbits/sec
0.78,Mbits/sec
0.78,Mbits/sec
0.7,Mbits/sec
0.69,Mbits/sec
0.7,Mbits/sec
0.79,Mbits/sec
0.72,Mbits/sec
0.67,Mbits/sec
0.98,Mbits/sec
0.84,Mbits/sec
1.15,Mbits/sec
1.19,Mbits/sec
1.3,Mbits/sec
1.04,Mbits/sec
0.83,Mbits/sec
0.89,Mbits/sec
1.11,Mbits/sec
0.49,Mbits/sec
1.42,Mbits/sec
1.22,Mbits/sec
0.71,Mbits/sec
0.93,Mbits/sec
1.46,Mbits/sec
0.93,Mbits/sec
0.78,Mbits/sec
0.24,Mbits/sec
0.58,Mbits/sec
0.28,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.45,Mbits/sec
2.26,Mbits/sec
0.26,Mbits/sec
0.25,Mbits/sec
1.19,Mbits/sec
0.15,Mbits/sec
0.46,Mbits/sec
1.56,Mbits/sec
0.75,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.53,Mbits/sec
0.8,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.8,Mbits/sec
1.17,Mbits/sec
1.49,Mbits/sec
0,Mbits/sec
0.08,Mbits/sec
1.71,Mbits/sec
2.1,Mbits/sec
2.06,Mbits/sec
2.05,Mbits/sec
1.49,Mbits/sec
2.94,Mbits/sec
4.49,Mbits/sec
5.28,Mbits/sec
7.21,Mbits/sec
12.1,Mbits/sec
14.1,Mbits/sec
3.96,Mbits/sec
3.31,Mbits/sec
0.03,Mbits/sec
0.59,Mbits/sec
0.16,Mbits/sec
0,Mbits/sec
0.7,Mbits/sec
0.09,Mbits/sec
0.83,Mbits/sec
8.82,Mbits/sec
3.27,Mbits/sec
5.56,Mbits/sec
1.19,Mbits/sec
0.65,Mbits/sec
2.49,Mbits/sec
2.99,Mbits/sec
0.23,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.35,Mbits/sec
9.03,Mbits/sec
6.47,Mbits/sec
3.34,Mbits/sec
4.78,Mbits/sec
6.73,Mbits/sec
4.12,Mbits/sec
3.18,Mbits/sec
7.1,Mbits/sec
7.44,Mbits/sec
8.58,Mbits/sec
0,Mbits/sec
5.52,Mbits/sec
5.04,Mbits/sec
2.52,Mbits/sec
1.23,Mbits/sec
2.66,Mbits/sec
5.4,Mbits/sec
2.22,Mbits/sec
4.83,Mbits/sec
2.21,Mbits/sec
2.57,Mbits/sec
2.37,Mbits/sec
4.41,Mbits/sec
1.85,Mbits/sec
4.05,Mbits/sec
1.97,Mbits/sec
1.73,Mbits/sec
2.77,Mbits/sec
0.07,Mbits/sec
0.04,Mbits/sec
4.37,Mbits/sec
1.33,Mbits/sec
1.77,Mbits/sec
2.14,Mbits/sec
3.32,Mbits/sec
2.1,Mbits/sec
2.05,Mbits/sec
4.36,Mbits/sec
7.16,Mbits/sec
6.67,Mbits/sec
3.9,Mbits/sec
0,Mbits/sec
0,Mbits/sec
2.14,Mbits/sec
3.06,Mbits/sec
2.17,Mbits/sec
1.23,Mbits/sec
2.64,Mbits/sec
0.8,Mbits/sec
3.36,Mbits/sec
0.02,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.94,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.99,Mbits/sec
