Value,Unit
1.65,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.08,Mbits/sec
2.55,Mbits/sec
0.44,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
3.3,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.66,Mbits/sec
3.37,Mbits/sec
3.02,Mbits/sec
3.93,Mbits/sec
3.71,Mbits/sec
0,Mbits/sec
0,Mbits/sec
3.43,Mbits/sec
4.25,Mbits/sec
0.53,Mbits/sec
4.6,Mbits/sec
3.77,Mbits/sec
1.64,Mbits/sec
2.2,Mbits/sec
2.08,Mbits/sec
1.23,Mbits/sec
3.52,Mbits/sec
2.78,Mbits/sec
5.75,Mbits/sec
5.68,Mbits/sec
3.76,Mbits/sec
5.53,Mbits/sec
3.93,Mbits/sec
1.48,Mbits/sec
8.22,Mbits/sec
6.4,Mbits/sec
4.04,Mbits/sec
6.09,Mbits/sec
4.9,Mbits/sec
5.78,Mbits/sec
5.1,Mbits/sec
6.19,Mbits/sec
5.35,Mbits/sec
5.81,Mbits/sec
6.98,Mbits/sec
3.29,Mbits/sec
0,Mbits/sec
9.68,Mbits/sec
5.31,Mbits/sec
4.56,Mbits/sec
4.86,Mbits/sec
4.92,Mbits/sec
0,Mbits/sec
8.39,Mbits/sec
4.17,Mbits/sec
3.65,Mbits/sec
1.39,Mbits/sec
2.45,Mbits/sec
6.3,Mbits/sec
0.33,Mbits/sec
2.3,Mbits/sec
4.51,Mbits/sec
1.44,Mbits/sec
1.09,Mbits/sec
3.14,Mbits/sec
1.07,Mbits/sec
1.95,Mbits/sec
1.92,Mbits/sec
0.89,Mbits/sec
0.32,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
0.08,Mbits/sec
1.83,Mbits/sec
0.33,Mbits/sec
0.54,Mbits/sec
0.87,Mbits/sec
0.49,Mbits/sec
0.53,Mbits/sec
0.86,Mbits/sec
0.9,Mbits/sec
0.77,Mbits/sec
1.13,Mbits/sec
0.67,Mbits/sec
2.21,Mbits/sec
2.73,Mbits/sec
1.69,Mbits/sec
4.1,Mbits/sec
1.4,Mbits/sec
2.31,Mbits/sec
1.83,Mbits/sec
1.03,Mbits/sec
0.77,Mbits/sec
0,Mbits/sec
0.67,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.52,Mbits/sec
0.2,Mbits/sec
0,Mbits/sec
0.6,Mbits/sec
0.7,Mbits/sec
0.64,Mbits/sec
0.47,Mbits/sec
1.52,Mbits/sec
1.34,Mbits/sec
1.04,Mbits/sec
1.56,Mbits/sec
2.29,Mbits/sec
2.21,Mbits/sec
1.85,Mbits/sec
1.73,Mbits/sec
4.17,Mbits/sec
2.42,Mbits/sec
3.11,Mbits/sec
4.78,Mbits/sec
3.58,Mbits/sec
4.67,Mbits/sec
0.17,Mbits/sec
0,Mbits/sec
0.19,Mbits/sec
3.05,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.79,Mbits/sec
11.5,Mbits/sec
0.53,Mbits/sec
0,Mbits/sec
0,Mbits/sec
4.02,Mbits/sec
2.44,Mbits/sec
2.22,Mbits/sec
2.2,Mbits/sec
3.1,Mbits/sec
1.4,Mbits/sec
2.04,Mbits/sec
1.5,Mbits/sec
1.44,Mbits/sec
2.27,Mbits/sec
1.94,Mbits/sec
1.87,Mbits/sec
2.29,Mbits/sec
2.52,Mbits/sec
1.81,Mbits/sec
0,Mbits/sec
4.62,Mbits/sec
0.63,Mbits/sec
3.2,Mbits/sec
2.52,Mbits/sec
1.34,Mbits/sec
1.85,Mbits/sec
1.21,Mbits/sec
0.81,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.27,Mbits/sec
0.02,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.16,Mbits/sec
2.47,Mbits/sec
1.4,Mbits/sec
4.27,Mbits/sec
4.08,Mbits/sec
3.78,Mbits/sec
3.01,Mbits/sec
0.43,Mbits/sec
0.98,Mbits/sec
0.62,Mbits/sec
0.6,Mbits/sec
0.45,Mbits/sec
1.77,Mbits/sec
0.36,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.03,Mbits/sec
0.01,Mbits/sec
0.01,Mbits/sec
0.1,Mbits/sec
0.83,Mbits/sec
0.69,Mbits/sec
0.74,Mbits/sec
0.84,Mbits/sec
0.58,Mbits/sec
0.71,Mbits/sec
0.49,Mbits/sec
0.11,Mbits/sec
0.05,Mbits/sec
0.14,Mbits/sec
0.24,Mbits/sec
0.36,Mbits/sec
0.85,Mbits/sec
0.66,Mbits/sec
0.66,Mbits/sec
0.66,Mbits/sec
0.24,Mbits/sec
0.04,Mbits/sec
0,Mbits/sec
0.18,Mbits/sec
0.1,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.25,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.72,Mbits/sec
1.73,Mbits/sec
2.11,Mbits/sec
1.07,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.19,Mbits/sec
0.94,Mbits/sec
1.79,Mbits/sec
3.29,Mbits/sec
1.04,Mbits/sec
1.56,Mbits/sec
0.6,Mbits/sec
0.34,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.44,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
9.68,Mbits/sec
1.18,Mbits/sec
2.05,Mbits/sec
2.32,Mbits/sec
1.27,Mbits/sec
2.44,Mbits/sec
2.34,Mbits/sec
2.04,Mbits/sec
2.06,Mbits/sec
1.58,Mbits/sec
1.15,Mbits/sec
0.56,Mbits/sec
0.27,Mbits/sec
0.02,Mbits/sec
0.05,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.51,Mbits/sec
0.72,Mbits/sec
1.67,Mbits/sec
1.91,Mbits/sec
1.18,Mbits/sec
0.01,Mbits/sec
0.7,Mbits/sec
0.06,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.18,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.26,Mbits/sec
1.01,Mbits/sec
0.57,Mbits/sec
0.82,Mbits/sec
0.96,Mbits/sec
0.54,Mbits/sec
1.02,Mbits/sec
1.54,Mbits/sec
1.77,Mbits/sec
2.23,Mbits/sec
0.58,Mbits/sec
1.05,Mbits/sec
1.22,Mbits/sec
1.11,Mbits/sec
0.03,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.98,Mbits/sec
0.9,Mbits/sec
1.3,Mbits/sec
1.72,Mbits/sec
0.92,Mbits/sec
0.75,Mbits/sec
1.21,Mbits/sec
1.01,Mbits/sec
1.71,Mbits/sec
1.72,Mbits/sec
1.72,Mbits/sec
1.89,Mbits/sec
1.11,Mbits/sec
1.43,Mbits/sec
1.64,Mbits/sec
0.73,Mbits/sec
1.88,Mbits/sec
1.31,Mbits/sec
0.61,Mbits/sec
2.18,Mbits/sec
1.27,Mbits/sec
1.24,Mbits/sec
0.61,Mbits/sec
0,Mbits/sec
1.78,Mbits/sec
1.76,Mbits/sec
1.69,Mbits/sec
1.9,Mbits/sec
2.51,Mbits/sec
2.61,Mbits/sec
3.25,Mbits/sec
3.85,Mbits/sec
3.4,Mbits/sec
2.62,Mbits/sec
2.12,Mbits/sec
1.96,Mbits/sec
2.46,Mbits/sec
2.75,Mbits/sec
2.96,Mbits/sec
4.28,Mbits/sec
5.47,Mbits/sec
6.07,Mbits/sec
5.18,Mbits/sec
4.36,Mbits/sec
3.41,Mbits/sec
3.65,Mbits/sec
3.73,Mbits/sec
4.04,Mbits/sec
3.43,Mbits/sec
3.18,Mbits/sec
3,Mbits/sec
3.23,Mbits/sec
2.83,Mbits/sec
2.75,Mbits/sec
2.81,Mbits/sec
2.45,Mbits/sec
2.08,Mbits/sec
1.7,Mbits/sec
2.15,Mbits/sec
1.94,Mbits/sec
2.31,Mbits/sec
2.32,Mbits/sec
1.72,Mbits/sec
1.46,Mbits/sec
2.12,Mbits/sec
2.42,Mbits/sec
2.75,Mbits/sec
3.35,Mbits/sec
3.8,Mbits/sec
1.56,Mbits/sec
3.05,Mbits/sec
3.02,Mbits/sec
2.83,Mbits/sec
2.42,Mbits/sec
2.86,Mbits/sec
2.66,Mbits/sec
2.42,Mbits/sec
2.69,Mbits/sec
2.96,Mbits/sec
2.84,Mbits/sec
2.3,Mbits/sec
2.18,Mbits/sec
2.16,Mbits/sec
2.28,Mbits/sec
2.25,Mbits/sec
2.41,Mbits/sec
2.75,Mbits/sec
2.6,Mbits/sec
2.75,Mbits/sec
1.98,Mbits/sec
1.81,Mbits/sec
2.4,Mbits/sec
2.62,Mbits/sec
2.25,Mbits/sec
2.02,Mbits/sec
2.21,Mbits/sec
2.09,Mbits/sec
1.66,Mbits/sec
1.5,Mbits/sec
1.81,Mbits/sec
2.48,Mbits/sec
2.8,Mbits/sec
2.55,Mbits/sec
2.21,Mbits/sec
2.44,Mbits/sec
3.02,Mbits/sec
3.1,Mbits/sec
3.14,Mbits/sec
3.3,Mbits/sec
3.66,Mbits/sec
3.09,Mbits/sec
4.01,Mbits/sec
3.2,Mbits/sec
3.1,Mbits/sec
3.4,Mbits/sec
3.17,Mbits/sec
3.07,Mbits/sec
3.05,Mbits/sec
3.35,Mbits/sec
3.85,Mbits/sec
4.04,Mbits/sec
4.35,Mbits/sec
4.28,Mbits/sec
2.89,Mbits/sec
3.4,Mbits/sec
3.25,Mbits/sec
3.58,Mbits/sec
3.27,Mbits/sec
2.4,Mbits/sec
2.4,Mbits/sec
2.58,Mbits/sec
2.37,Mbits/sec
2.22,Mbits/sec
2.23,Mbits/sec
2.52,Mbits/sec
2.34,Mbits/sec
2.02,Mbits/sec
1.56,Mbits/sec
1.87,Mbits/sec
2.21,Mbits/sec
2.73,Mbits/sec
3.04,Mbits/sec
4.17,Mbits/sec
4.17,Mbits/sec
3.71,Mbits/sec
3.48,Mbits/sec
3.37,Mbits/sec
3.08,Mbits/sec
3.27,Mbits/sec
2.09,Mbits/sec
3.25,Mbits/sec
3.86,Mbits/sec
3.96,Mbits/sec
4.4,Mbits/sec
4.42,Mbits/sec
4.7,Mbits/sec
3.53,Mbits/sec
2.75,Mbits/sec
3.04,Mbits/sec
3.52,Mbits/sec
3.92,Mbits/sec
3.52,Mbits/sec
4.1,Mbits/sec
4.41,Mbits/sec
4.6,Mbits/sec
3.97,Mbits/sec
3.44,Mbits/sec
3.58,Mbits/sec
3.65,Mbits/sec
3.35,Mbits/sec
3.03,Mbits/sec
3.22,Mbits/sec
3.31,Mbits/sec
3.58,Mbits/sec
3.35,Mbits/sec
3.54,Mbits/sec
3.87,Mbits/sec
4.44,Mbits/sec
3.65,Mbits/sec
3.29,Mbits/sec
3.48,Mbits/sec
3.25,Mbits/sec
3.06,Mbits/sec
2.47,Mbits/sec
2.19,Mbits/sec
2.26,Mbits/sec
2.4,Mbits/sec
2.54,Mbits/sec
2.79,Mbits/sec
2.98,Mbits/sec
3.29,Mbits/sec
2.47,Mbits/sec
2.45,Mbits/sec
2.23,Mbits/sec
2.36,Mbits/sec
2.51,Mbits/sec
1.77,Mbits/sec
1.75,Mbits/sec
2.23,Mbits/sec
2.5,Mbits/sec
2.96,Mbits/sec
2.75,Mbits/sec
2.77,Mbits/sec
2.33,Mbits/sec
1.69,Mbits/sec
2.04,Mbits/sec
2.67,Mbits/sec
2.75,Mbits/sec
2.58,Mbits/sec
2.43,Mbits/sec
2.49,Mbits/sec
2.71,Mbits/sec
2.42,Mbits/sec
1.89,Mbits/sec
1.91,Mbits/sec
1.92,Mbits/sec
2.35,Mbits/sec
2.1,Mbits/sec
2.5,Mbits/sec
2.06,Mbits/sec
2.44,Mbits/sec
2.76,Mbits/sec
1.76,Mbits/sec
1.17,Mbits/sec
1.31,Mbits/sec
1.23,Mbits/sec
1.46,Mbits/sec
1.94,Mbits/sec
2.21,Mbits/sec
2.6,Mbits/sec
3.37,Mbits/sec
4.95,Mbits/sec
2.58,Mbits/sec
3.03,Mbits/sec
3.71,Mbits/sec
3.14,Mbits/sec
2.86,Mbits/sec
2.4,Mbits/sec
2.47,Mbits/sec
3.01,Mbits/sec
3.16,Mbits/sec
3.18,Mbits/sec
3.23,Mbits/sec
3.51,Mbits/sec
4.22,Mbits/sec
4.74,Mbits/sec
4.07,Mbits/sec
3.85,Mbits/sec
3.19,Mbits/sec
2.85,Mbits/sec
2.5,Mbits/sec
2.81,Mbits/sec
2.15,Mbits/sec
2.51,Mbits/sec
2.72,Mbits/sec
3.18,Mbits/sec
3.61,Mbits/sec
5.03,Mbits/sec
4.36,Mbits/sec
4.45,Mbits/sec
4.17,Mbits/sec
5.44,Mbits/sec
6.12,Mbits/sec
5.48,Mbits/sec
5.51,Mbits/sec
4.47,Mbits/sec
3.53,Mbits/sec
3.1,Mbits/sec
2.23,Mbits/sec
1.75,Mbits/sec
0.79,Mbits/sec
1.77,Mbits/sec
1.71,Mbits/sec
2.37,Mbits/sec
2.87,Mbits/sec
2.48,Mbits/sec
2.71,Mbits/sec
2.56,Mbits/sec
3.05,Mbits/sec
3.27,Mbits/sec
3.28,Mbits/sec
3.46,Mbits/sec
3.35,Mbits/sec
3.29,Mbits/sec
2.85,Mbits/sec
2.75,Mbits/sec
2.79,Mbits/sec
1.94,Mbits/sec
1.62,Mbits/sec
2.02,Mbits/sec
2.35,Mbits/sec
2.25,Mbits/sec
2.56,Mbits/sec
2.02,Mbits/sec
2.17,Mbits/sec
1.96,Mbits/sec
1.81,Mbits/sec
1.87,Mbits/sec
1.4,Mbits/sec
1.21,Mbits/sec
1.62,Mbits/sec
1.5,Mbits/sec
1.54,Mbits/sec
1.48,Mbits/sec
1.71,Mbits/sec
1.83,Mbits/sec
1.79,Mbits/sec
2,Mbits/sec
2.17,Mbits/sec
2.42,Mbits/sec
